Solar Resource Report for King Abdullah City for Atomic and Renewable Energy
King Fahd University of Petroleum & Minerals Station
Selected Range: Feb 2013 to Jul 2016
Available Data within Range is Provided Below

Prepared By: King Abdullah City for Atomic and Renewable Energy
As part of the Renewable Resource Monitoring and Mapping (RRMM) Program

http://rratlas.kacare.gov.sa

Site,Latitude,Longitude,Date,Air Temperature (C°),Air Temperature Uncertainty (C°),Wind Direction at 3m (°N),Wind Direction at 3m Uncertainty (°N),Wind Speed at 3m (m/s),Wind Speed at 3m Uncertainty (m/s),Wind Speed at 3m (std dev) (m/s),Wind Speed at 3m (std dev) Uncertainty (m/s),DHI (Wh/m2),DHI Uncertainty (Wh/m2),Standard Deviation DHI (Wh/m2),DNI (Wh/m2),DNI Uncertainty (Wh/m2),Standard Deviation DNI (Wh/m2),GHI (Wh/m2),GHI Uncertainty (Wh/m2),Standard Deviation GHI (Wh/m2),Peak Wind Speed at 3m (m/s),Peak Wind Speed at 3m Uncertainty (m/s),Relative Humidity (%),Relative Humidity Uncertainty (%),Barometric Pressure (mB (hPa equiv)),Barometric Pressure Uncertainty (mB (hPa equiv))
Al Dhahran - KFUPM,26.30355,50.14412,6/1/2015 12:00:00 AM,36,0.5,324,4,2.2,0,1,,2782.3,197.5,560.1,6092.5,478.4,1173,7500.3,453.5,268.6,11.2,0.1,28,3,993.6,5
Al Dhahran - KFUPM,26.30355,50.14412,7/1/2015 12:00:00 AM,37.4,0.5,330,4,2.1,0,1,,3029.1,235.9,599.6,5118.6,394.6,1173.7,7058.9,428.6,323.1,11.7,0.1,35.4,3,990.8,5
Al Dhahran - KFUPM,26.30355,50.14412,8/1/2015 12:00:00 AM,37,0.5,49,4,1.8,0,0.9,,2245,147.8,265.3,6043.2,395.7,627.4,6751.1,407.5,229.1,9.6,0,49.8,3,993.5,5
Al Dhahran - KFUPM,26.30355,50.14412,9/1/2015 12:00:00 AM,34.6,0.5,30,4,1.8,0,1,,2386.2,197.8,570.4,4862,371.9,1060.7,5892.4,355.9,217.8,9.1,0,52,3,998.9,5
Al Dhahran - KFUPM,26.30355,50.14412,10/1/2015 12:00:00 AM,31.3,0.5,46,4,1.8,0,0.9,,2064.5,166.5,498.1,4286.3,341.5,1312.7,4831.6,318.3,594.1,9.6,0,58.6,3,1004.3,5
Al Dhahran - KFUPM,26.30355,50.14412,11/1/2015 12:00:00 AM,23.9,0.5,310,4,1.9,0,1,,1583.4,140.3,536.5,3879.2,403.6,2055.6,3713.8,259.4,823.8,10.7,0,66.3,3,1008.7,5.1
Al Dhahran - KFUPM,26.30355,50.14412,12/1/2015 12:00:00 AM,17.7,0.5,283,4,2.2,0,1.2,,1385.9,114,429.2,3934.3,357.8,1946,3372.4,228.7,836.5,12,0.1,69,3,1013.3,5.1
Al Dhahran - KFUPM,26.30355,50.14412,1/1/2016 12:00:00 AM,16.6,0.5,291,4,2.2,0,1.1,,1467.8,124.3,473.9,4511.6,424.1,2075,3829,266.3,642.8,10.4,0.1,66.2,3,1012.2,5.1
Al Dhahran - KFUPM,26.30355,50.14412,2/1/2016 12:00:00 AM,18.6,0.5,308,4,2.2,0,1,,1437.5,146.8,689.9,5793.9,437,1851.4,4866,312.5,373,11.2,0.1,58,3,1011.5,5.1
Al Dhahran - KFUPM,26.30355,50.14412,3/1/2016 12:00:00 AM,22.6,0.5,2,2,2.1,0,1,,2372.8,196.4,715.4,3590,403.7,2288.3,4869.8,373.2,1310.6,10.4,0.1,54.5,3,1006.5,5.1
Al Dhahran - KFUPM,26.30355,50.14412,4/1/2016 12:00:00 AM,26.5,0.5,39,4,2.1,0,1.1,,2415.8,233.2,802.1,5086.5,479.9,2601,6110.4,428.4,1372.7,12.3,0.1,46.8,3,1003.8,5
Al Dhahran - KFUPM,26.30355,50.14412,5/1/2016 12:00:00 AM,33.1,0.5,330,4,2.2,0,1,,2898.4,229.4,780.1,5419.3,490.4,1933.8,7067.9,449.8,815.2,12,0.1,34.8,3,998.8,5
Al Dhahran - KFUPM,26.30355,50.14412,6/1/2016 12:00:00 AM,36.3,0.5,317,4,2.2,0,1,,2675.4,223.5,654.7,6326.1,492.3,1217.3,7548.6,460.6,257.7,11.5,0.1,26.6,3,994.9,5
Al Dhahran - KFUPM,26.30355,50.14412,7/1/2016 12:00:00 AM,37.6,0.5,326,4,2.1,0,0.9,,2534.6,188.7,486.4,6321.4,509.4,1150.9,7134,465.8,362.8,10.7,0.1,38.6,3,990.7,5
